Date,Open,High,Low,Close,Volume,Adj Close
2015-01-30,45.805,45.995,44.72,45.50,11228100,42.38959
2015-01-29,44.44,45.32,43.98,44.91,9321700,41.83992
2015-01-28,46.78,46.80,45.25,45.565,8047700,42.45015
2015-01-27,46.60,46.66,45.52,46.39,7841000,43.21875
2015-01-26,45.50,46.86,45.195,46.685,8449100,43.49359
2015-01-23,46.00,46.355,44.98,45.945,12238600,42.80417
2015-01-22,44.695,45.99,44.465,45.065,11240700,41.98433
2015-01-21,43.655,44.615,42.95,44.45,10691000,41.41137
2015-01-20,43.16,43.96,42.86,43.57,9552700,40.59153
2015-01-19,43.315,43.63,42.79,43.055,7453300,40.11173
2015-01-16,42.00,43.655,41.85,43.30,15057100,40.33998
2015-01-15,41.65,42.515,39.565,41.95,13224200,39.08227
2015-01-14,40.625,41.67,40.37,40.815,10291100,38.02486
2015-01-13,40.71,41.79,40.225,41.70,8829900,38.84936
2015-01-12,41.20,41.495,40.255,41.28,7771800,38.45807
2015-01-09,42.25,42.455,40.68,41.065,8612100,38.25777
2015-01-08,41.495,42.49,40.95,42.40,9051100,39.50151
2015-01-07,40.10,41.33,39.725,40.825,8174100,38.03418
2015-01-06,40.165,41.045,39.345,39.92,9773300,37.19104
2015-01-05,42.22,42.39,39.85,39.98,10754600,37.24694
2015-01-02,42.90,43.31,42.075,42.525,4456700,39.61797
2015-01-01,42.52,42.52,42.52,42.52,000,39.61331
2014-12-31,42.87,42.95,42.42,42.52,1357200,39.61331
2014-12-30,43.25,43.445,42.52,42.535,5006000,39.62728
2014-12-29,43.70,43.88,42.89,43.745,4842200,40.75456
2014-12-26,43.615,43.615,43.615,43.615,000,40.63345
2014-12-25,43.615,43.615,43.615,43.615,000,40.63345
2014-12-24,43.905,43.99,43.40,43.615,984900,40.63345
2014-12-23,42.79,43.815,42.515,43.745,5638600,40.75456
2014-12-22,43.44,44.42,42.475,42.84,7715200,39.91143
2014-12-19,43.60,43.60,42.40,42.86,18774000,39.93006
2014-12-18,42.74,43.37,41.82,42.83,12546500,39.90212
2014-12-17,39.695,42.18,39.28,41.845,11967900,38.98445
2014-12-16,39.42,40.43,38.25,40.43,19984000,37.66618
2014-12-15,40.765,42.18,39.255,39.37,11804000,36.67864
2014-12-12,42.085,42.50,41.135,41.135,8676100,37.75468
2014-12-11,42.575,43.33,41.95,42.57,8572000,39.07176
2014-12-10,43.39,43.685,42.23,42.545,7857400,39.04881
2014-12-09,43.77,43.92,42.94,43.23,11288900,39.67752
2014-12-08,45.085,45.20,44.335,44.335,5302500,40.69172
2014-12-05,45.16,45.40,44.40,45.185,8313500,41.47187
2014-12-04,46.10,46.10,44.11,44.505,9967300,40.84775
2014-12-03,46.295,46.565,45.055,45.925,7101900,42.15106
2014-12-02,45.06,46.545,44.90,46.155,10407500,42.36216
2014-12-01,44.27,45.04,43.29,44.635,8064100,40.96707
2014-11-28,44.54,44.99,43.505,44.99,12596100,41.2929
2014-11-27,47.79,47.79,45.71,45.90,8968300,42.12812
2014-11-26,47.695,47.98,47.20,47.835,4992600,43.9041
2014-11-25,48.195,48.265,47.36,47.685,6561100,43.76643
2014-11-24,48.72,49.425,48.195,48.45,7296100,44.46857
2014-11-21,47.00,49.04,46.89,48.535,11177800,44.54658
2014-11-20,46.655,46.905,45.96,46.655,5670800,42.82107
2014-11-19,46.53,46.77,46.11,46.505,3540400,42.6834
2014-11-18,46.065,46.73,46.00,46.53,5325200,42.70634
2014-11-17,45.385,46.075,45.16,46.04,4878500,42.25661
2014-11-14,45.60,45.865,44.785,45.575,4961600,41.82982
2014-11-13,46.25,46.28,45.025,45.50,5394600,41.76099
2014-11-12,46.615,46.795,45.785,45.905,5402900,42.1327
2014-11-11,46.975,47.03,46.20,46.71,5129600,42.87155
2014-11-10,46.46,47.225,46.46,47.105,4787900,43.23409
2014-11-07,46.70,46.915,46.05,46.53,6812000,42.70634
2014-11-06,46.50,47.67,46.00,46.515,7239300,42.69258
2014-11-05,45.48,46.285,45.00,46.285,7172200,42.48148
2014-11-04,45.80,46.14,44.81,44.995,7793400,41.29748
2014-11-03,47.295,47.625,46.55,46.75,5067500,42.90827
2014-10-31,48.00,48.105,47.08,47.42,10086700,43.52321
2014-10-30,46.855,47.195,45.535,46.995,9025000,43.13313
2014-10-29,46.275,46.94,45.94,46.395,6680300,42.58244
2014-10-28,45.25,45.68,44.85,45.495,7921600,41.7564
2014-10-27,45.62,45.62,44.195,44.435,5041000,40.7835
2014-10-24,45.545,45.665,44.585,44.855,6716800,41.16899
2014-10-23,44.34,45.965,43.69,45.81,8145200,42.04551
2014-10-22,44.445,44.65,43.805,44.59,7685600,40.92577
2014-10-21,42.00,44.425,41.97,44.425,8533600,40.77432
2014-10-20,43.815,44.00,42.62,42.94,8604900,39.41135
2014-10-17,43.045,44.505,42.62,44.155,13064600,40.52651
2014-10-16,43.15,43.475,40.565,42.555,13602600,39.05799
2014-10-15,44.57,44.57,42.66,42.755,12360400,39.24156
2014-10-14,44.835,45.07,43.85,44.77,7008100,41.09097
2014-10-13,44.255,45.485,44.10,45.16,5881800,41.44892
2014-10-10,45.81,45.98,44.595,44.60,8819200,40.93494
2014-10-09,47.35,47.40,45.83,46.29,6166500,42.48607
2014-10-08,47.12,47.415,46.55,46.735,6003900,42.8945
2014-10-07,48.245,48.325,47.22,47.22,7795100,43.33964
2014-10-06,49.125,49.14,47.925,48.35,4785700,44.37678
2014-10-03,49.06,49.255,48.205,48.51,6032000,44.52363
2014-10-02,50.81,50.81,48.185,48.185,9415000,44.22534
2014-10-01,51.00,51.29,50.35,50.71,4811100,46.54285
2014-09-30,50.78,51.74,50.62,51.45,7246800,47.22204
2014-09-29,50.77,50.89,50.04,50.31,3842200,46.17572
2014-09-26,49.75,50.99,49.51,50.73,5976400,46.5612
2014-09-25,50.20,50.26,49.25,49.57,6147100,45.49653
2014-09-24,48.905,50.27,48.82,50.17,5280700,46.04722
2014-09-23,49.62,49.645,48.47,48.76,6386100,44.75309
2014-09-22,49.865,50.88,49.50,50.13,5083300,45.45064
2014-09-19,49.975,50.27,49.545,50.04,9344800,45.36904
2014-09-18,49.96,50.10,49.61,49.995,4734500,45.32824
2014-09-17,50.24,50.31,49.865,49.945,3700100,45.28291
2014-09-16,49.55,49.955,49.275,49.865,4438700,45.21037
2014-09-15,49.41,49.65,49.085,49.445,4519500,44.82958
2014-09-12,50.24,50.31,49.69,50.03,2547400,45.35997
2014-09-11,50.50,50.60,49.63,50.17,4183100,45.4869
2014-09-10,50.51,50.79,50.21,50.29,3465400,45.5957
2014-09-09,51.00,51.10,50.39,50.50,3432600,45.7861
2014-09-08,51.35,51.43,50.71,50.84,3163200,46.09436
2014-09-05,51.84,51.84,51.03,51.41,4011000,46.61116
2014-09-04,50.35,52.09,49.975,51.77,7589600,46.93755
2014-09-03,49.995,50.68,49.815,50.45,4281900,45.74077
2014-09-02,50.54,50.71,49.69,49.87,3891800,45.21491
2014-09-01,50.28,50.62,50.18,50.54,2816100,45.82237
2014-08-29,49.725,50.25,49.63,50.19,4845100,45.50503
2014-08-28,49.67,49.87,49.295,49.58,4979600,44.95198
2014-08-27,50.03,50.09,49.435,49.74,3634200,45.09704
2014-08-26,49.215,50.06,48.93,50.03,4624500,45.35997
2014-08-25,48.63,49.26,48.295,49.26,4315400,44.66184
2014-08-22,48.915,48.915,47.50,47.915,5945300,43.4424
2014-08-21,48.40,48.995,48.005,48.97,4839600,44.39892
2014-08-20,48.34,48.50,47.715,48.35,3726800,43.83679
2014-08-19,48.035,48.33,47.86,48.25,3357900,43.74612
2014-08-18,47.99,48.105,47.455,47.81,4632000,43.3472
2014-08-15,48.105,48.395,47.145,47.33,6940300,42.912
2014-08-14,47.965,48.13,47.40,47.885,4506300,43.41519
2014-08-13,48.00,48.29,47.76,48.055,3942200,43.56933
2014-08-12,48.66,48.665,47.575,47.80,5622000,43.33813
2014-08-11,48.755,49.01,48.21,48.89,4776700,44.32638
2014-08-08,47.825,48.785,47.80,48.33,6625100,43.81866
2014-08-07,48.845,49.095,48.29,48.29,6809000,43.78239
2014-08-06,48.12,48.96,47.83,48.695,6058200,44.14959
2014-08-05,48.84,48.98,48.465,48.56,5206400,44.02719
2014-08-04,48.03,48.61,47.855,48.47,6175900,43.94559
2014-08-01,48.59,48.75,47.74,48.03,9095300,43.54666
2014-07-31,49.975,49.985,48.09,48.09,11143200,43.60106
2014-07-30,50.91,51.39,49.425,49.645,9383800,45.01091
2014-07-29,51.75,52.36,51.44,52.22,4758600,47.34555
2014-07-28,51.29,51.82,51.08,51.78,3626900,46.94662
2014-07-25,51.87,51.88,50.86,51.10,4357300,46.33009
2014-07-24,51.62,51.99,51.10,51.92,3396200,47.07355
2014-07-23,51.32,51.79,50.93,51.41,3618500,46.61116
2014-07-22,50.28,51.41,50.20,51.35,4641800,46.55675
2014-07-21,50.34,50.51,49.76,49.79,3888600,45.14237
2014-07-18,49.51,50.26,49.47,50.25,4276100,45.55944
2014-07-17,50.46,50.61,49.68,49.73,4909800,45.08797
2014-07-16,50.16,51.22,50.16,50.89,4613700,46.13969
2014-07-15,50.90,51.06,50.06,50.06,4181400,45.38717
2014-07-14,50.78,51.18,50.68,51.11,2554100,46.33916
2014-07-11,50.75,51.02,50.60,50.77,3266500,46.0309
2014-07-10,51.45,51.52,50.34,50.59,3771500,45.8677
2014-07-09,51.35,51.70,51.22,51.54,3505500,46.72902
2014-07-08,52.17,52.58,51.42,51.42,3910500,46.62022
2014-07-07,52.85,52.95,51.97,52.03,3636700,47.17328
2014-07-04,52.88,53.50,52.80,53.08,2504700,48.12527
2014-07-03,52.93,53.35,52.56,53.06,4760000,48.10714
2014-07-02,53.09,53.65,52.80,53.00,3478300,48.05274
2014-07-01,52.78,53.47,52.74,53.29,3113800,48.31567
2014-06-30,52.50,52.98,52.21,52.78,4409000,47.85327
2014-06-27,52.92,53.50,52.67,52.72,3060600,47.79888
2014-06-26,53.47,53.57,52.27,52.93,4717400,47.98927
2014-06-25,54.01,54.32,53.42,53.47,4716800,48.47887
2014-06-24,54.43,54.71,54.37,54.52,4081500,49.43085
2014-06-23,53.66,54.54,53.62,54.23,4534200,49.16792
2014-06-20,53.43,54.17,53.36,53.95,10739300,48.91406
2014-06-19,53.00,53.82,52.91,53.68,7046300,48.66926
2014-06-18,52.60,52.94,52.40,52.85,4316400,47.91674
2014-06-17,52.60,52.63,52.00,52.47,4374300,47.57221
2014-06-16,52.50,52.98,52.42,52.42,3994900,47.52688
2014-06-13,52.56,53.05,52.46,52.86,5693400,47.92581
2014-06-12,51.72,52.59,51.72,52.39,5236600,47.49968
2014-06-11,52.00,52.10,51.46,51.72,3996300,46.89222
2014-06-10,52.00,52.05,51.68,51.92,3523300,47.07355
2014-06-09,51.64,52.04,51.63,52.04,2308200,47.18235
2014-06-06,51.60,52.09,51.33,51.93,4672600,47.08262
2014-06-05,50.63,51.58,50.35,51.43,5739700,46.62929
2014-06-04,51.10,51.20,50.43,50.58,3902800,45.85863
2014-06-03,51.55,51.62,51.10,51.26,2355200,46.47516
2014-06-02,51.49,51.58,51.15,51.47,3562300,46.66556
2014-05-30,51.97,52.17,51.48,51.48,4599800,46.12156
2014-05-29,51.74,52.05,51.61,51.72,2423300,46.33658
2014-05-28,52.03,52.38,51.54,51.80,3875300,46.40825
2014-05-27,52.33,52.38,51.91,52.18,4318000,46.7487
2014-05-26,52.40,52.65,52.22,52.65,1973700,47.16978
2014-05-23,52.06,52.38,51.97,52.29,2838500,46.84725
2014-05-22,52.03,52.21,51.78,52.05,2689700,46.63223
2014-05-21,51.45,52.30,51.42,52.13,4037000,46.70391
2014-05-20,52.09,52.28,51.35,51.44,3673700,46.08572
2014-05-19,51.83,52.37,51.50,52.15,4694000,46.72182
2014-05-16,51.25,52.01,51.19,52.01,5683900,46.59639
2014-05-15,51.77,52.04,51.09,51.09,5221200,45.77216
2014-05-14,51.95,52.04,51.73,51.91,4475100,46.5068
2014-05-13,52.11,52.20,51.74,51.77,4254300,46.38138
2014-05-12,52.27,52.38,52.04,52.36,3908200,46.90996
2014-05-09,52.65,52.73,52.00,52.26,5614400,46.82037
2014-05-08,51.73,53.08,51.51,53.08,8104400,47.55502
2014-05-07,50.75,51.79,50.72,51.70,6301200,46.31866
2014-05-06,51.30,51.56,50.59,50.72,4085700,45.44067
2014-05-05,50.80,51.24,50.36,51.14,3396200,45.81695
2014-05-02,50.75,51.26,50.60,50.85,5418700,45.55714
2014-05-01,51.48,51.48,51.48,51.48,000,46.12156
2014-04-30,50.65,51.80,50.32,51.48,6541200,46.12156
2014-04-29,50.26,51.49,50.00,51.49,6437300,46.13052
2014-04-28,49.49,50.33,49.45,50.30,4879900,45.06438
2014-04-25,49.62,49.79,49.46,49.635,4654100,44.4686
2014-04-24,49.355,49.99,49.305,49.945,5690000,44.74634
2014-04-23,49.59,49.775,49.175,49.175,5445800,44.05648
2014-04-22,49.34,49.745,49.12,49.745,5065400,44.56715
2014-04-21,49.28,49.28,49.28,49.28,000,44.15055
2014-04-18,49.28,49.28,49.28,49.28,000,44.15055
2014-04-17,49.095,49.28,48.61,49.28,8701300,44.15055
2014-04-16,49.49,49.53,48.805,49.00,5463200,43.8997
2014-04-15,48.925,49.685,48.835,48.99,5817800,43.89074
2014-04-14,47.62,49.14,47.52,49.10,5696000,43.98929
2014-04-11,47.645,48.015,47.31,47.725,6053800,42.75741
2014-04-10,48.64,48.66,47.855,47.89,3887900,42.90524
2014-04-09,48.23,48.95,48.18,48.64,3741000,43.57717
2014-04-08,47.95,48.525,47.765,48.30,6527900,43.27256
2014-04-07,48.25,48.55,47.91,47.91,4404800,42.92315
2014-04-04,48.225,48.825,48.13,48.685,4059300,43.61749
2014-04-03,47.825,48.23,47.575,48.00,3689200,43.00379
2014-04-02,47.795,48.035,47.52,47.84,3247800,42.86044
2014-04-01,47.545,48.025,47.53,47.885,3760400,42.90076
2014-03-31,48.145,48.25,47.60,47.60,3609500,42.64542
2014-03-28,47.945,48.07,47.715,48.03,3760200,43.03066
2014-03-27,47.42,47.94,47.34,47.89,4438800,42.90524
2014-03-26,46.945,47.58,46.805,47.50,4968200,42.55583
2014-03-25,46.34,46.83,46.31,46.80,4734200,41.92869
2014-03-24,46.70,47.065,46.26,46.33,6374400,41.50762
2014-03-21,47.02,47.60,46.805,47.565,10296500,42.08548
2014-03-20,46.625,47.24,46.425,47.24,6987300,41.79792
2014-03-19,47.20,47.80,47.175,47.29,4428600,41.84216
2014-03-18,46.30,47.70,46.15,47.325,5851800,41.87313
2014-03-17,46.05,46.68,45.925,46.475,3932000,41.12105
2014-03-14,45.615,46.225,45.445,46.00,9342700,40.70077
2014-03-13,46.235,46.60,45.715,45.715,4524700,40.4486
2014-03-12,45.99,46.465,45.685,46.24,4409700,40.91312
2014-03-11,46.715,46.84,46.27,46.385,3200200,41.04141
2014-03-10,46.38,46.995,46.105,46.50,4114100,41.14317
2014-03-07,46.965,47.265,46.14,46.14,5265900,40.82464
2014-03-06,46.99,47.125,46.69,47.06,4144000,41.63866
2014-03-05,46.79,47.07,46.54,46.925,5128900,41.51921
2014-03-04,46.60,47.265,46.505,47.02,5519400,41.60326
2014-03-03,46.50,47.02,46.22,46.22,6156900,40.89542
2014-02-28,46.705,47.03,46.435,47.03,6737300,41.61211
2014-02-27,46.41,46.54,46.05,46.34,4466200,41.0016
2014-02-26,46.40,46.71,46.15,46.555,4237400,41.19183
2014-02-25,46.05,46.44,45.88,46.405,3673800,41.05911
2014-02-24,45.70,46.235,45.53,46.235,4724300,40.9087
2014-02-21,45.00,45.64,44.96,45.60,6464400,40.34685
2014-02-20,43.96,44.92,43.83,44.89,4956600,39.71864
2014-02-19,44.305,44.605,44.305,44.43,3243700,39.31163
2014-02-18,44.25,44.495,44.14,44.44,3344700,39.32048
2014-02-17,44.40,44.45,44.26,44.29,2260100,39.18776
2014-02-14,44.195,44.445,43.98,44.44,5294900,39.32048
2014-02-13,44.22,44.395,43.85,44.00,4753500,38.93117
2014-02-12,43.95,44.425,43.595,44.00,5064700,38.93117
2014-02-11,42.97,43.585,42.885,43.585,3997600,38.56398
2014-02-10,43.215,43.25,42.775,42.945,3332100,37.99771
2014-02-07,42.29,43.34,41.92,43.175,6649000,38.20121
2014-02-06,42.035,42.88,41.615,42.685,6065500,37.76766
2014-02-05,41.48,42.125,41.31,41.88,4590400,37.0554
2014-02-04,41.72,41.88,41.405,41.635,5689600,36.83862
2014-02-03,42.255,42.605,41.725,41.765,4068700,36.95364
2014-01-31,42.75,42.75,41.65,42.34,6182900,37.4624
2014-01-30,42.475,43.215,42.45,42.885,4689000,37.94462
2014-01-29,42.975,43.055,41.79,42.36,5891100,37.4801
2014-01-28,42.525,42.88,42.265,42.745,5088600,37.82075
2014-01-27,42.99,43.105,42.185,42.375,5364400,37.49337
2014-01-24,44.075,44.28,42.795,42.88,6362200,37.94019
2014-01-23,44.35,44.63,43.695,43.92,3819000,38.86038
2014-01-22,44.36,44.60,44.16,44.295,2607300,39.19218
2014-01-21,44.50,44.745,44.06,44.155,3050400,39.06831
2014-01-20,44.015,44.49,43.90,44.385,2511800,39.27182
2014-01-17,43.87,44.40,43.705,44.105,6809900,39.02407
2014-01-16,43.85,43.855,43.485,43.70,3290700,38.66573
2014-01-15,43.645,43.98,43.34,43.905,4489800,38.84711
2014-01-14,42.835,43.73,42.65,43.67,4415000,38.63918
2014-01-13,43.61,43.665,42.97,43.055,3303300,38.09503
2014-01-10,43.00,43.82,43.00,43.585,3745800,38.56398
2014-01-09,43.60,43.975,43.18,43.345,3216400,38.35163
2014-01-08,43.925,43.95,43.315,43.545,4347300,38.52858
2014-01-07,43.555,44.025,43.395,43.97,2794600,38.90463
2014-01-06,43.97,44.10,43.425,43.50,2558800,38.48877
2014-01-03,43.90,44.10,43.755,43.88,2084600,38.82499
2014-01-02,44.50,44.71,43.745,43.75,4721700,38.70997
2014-01-01,44.53,44.53,44.53,44.53,000,39.40011
2013-12-31,44.30,44.65,44.22,44.53,993200,39.40011
2013-12-30,44.635,44.70,44.31,44.325,3112300,39.21873
2013-12-27,44.20,44.66,44.09,44.50,4468500,39.37357
2013-12-26,44.00,44.00,44.00,44.00,000,38.93117
2013-12-25,44.00,44.00,44.00,44.00,000,38.93117
2013-12-24,43.55,44.10,43.53,44.00,735200,38.93117
2013-12-23,43.75,44.09,43.46,43.99,3991200,38.92232
2013-12-20,42.765,43.75,42.76,43.75,23623900,38.70997
2013-12-19,42.785,43.245,42.775,43.175,7240800,38.20121
2013-12-18,42.09,42.49,41.715,42.49,5269600,37.59512
2013-12-17,42.085,42.18,41.61,41.935,4501400,37.10406
2013-12-16,41.07,42.215,41.05,42.15,6337000,37.29429
2013-12-13,41.77,41.85,41.50,41.56,4153200,36.25023
2013-12-12,41.845,42.09,41.755,41.775,4812900,36.43776
2013-12-11,42.29,42.64,41.94,41.94,4773000,36.58168
2013-12-10,42.62,42.76,42.25,42.25,4971200,36.85207
2013-12-09,43.095,43.10,42.645,42.96,3467400,37.47136
2013-12-06,42.82,43.14,42.425,42.92,4623100,37.43647
2013-12-05,43.21,43.245,42.56,42.56,5593100,37.12247
2013-12-04,43.695,43.745,42.80,43.22,5637500,37.69814
2013-12-03,44.44,44.525,43.68,43.725,4759500,38.13862
2013-12-02,44.50,44.615,44.18,44.44,3170600,38.76227
2013-11-29,44.495,44.65,44.32,44.595,3051000,38.89747
2013-11-28,44.745,44.88,44.50,44.56,2387900,38.86694
2013-11-27,44.60,44.94,44.58,44.68,4405400,38.97161
2013-11-26,44.84,44.985,44.58,44.58,3966700,38.88439
2013-11-25,44.99,45.00,44.605,44.78,3101900,39.05883
2013-11-22,44.455,44.90,44.315,44.88,3362100,39.14606
2013-11-21,44.17,44.57,44.045,44.46,3057000,38.77972
2013-11-20,44.025,44.635,43.96,44.35,2864800,38.68377
2013-11-19,44.48,44.49,44.15,44.205,3398300,38.5573
2013-11-18,44.155,44.81,44.035,44.66,3575300,38.95417
2013-11-15,44.20,44.44,44.105,44.24,3753100,38.58783
2013-11-14,44.38,44.40,43.915,44.02,4555800,38.39593
2013-11-13,43.73,43.98,43.475,43.85,3342000,38.24765
2013-11-12,44.17,44.17,43.885,43.89,3106800,38.28254
2013-11-11,43.99,44.205,43.91,44.135,3162500,38.49624
2013-11-08,43.88,43.955,43.44,43.80,6089900,38.20404
2013-11-07,44.435,44.905,44.00,44.325,4873200,38.66197
2013-11-06,44.275,44.715,44.275,44.575,3093800,38.88003
2013-11-05,44.705,44.80,44.105,44.315,3137200,38.65324
2013-11-04,44.755,44.80,44.21,44.50,3992300,38.81461
2013-11-01,44.97,45.14,44.60,44.755,3199400,39.03703
2013-10-31,45.00,45.265,44.10,45.265,6257900,39.48187
2013-10-30,45.235,45.67,45.18,45.23,4105300,39.45134
2013-10-29,44.74,45.23,44.74,45.14,4352800,39.37284
2013-10-28,44.685,44.845,44.33,44.70,2967200,38.98906
2013-10-25,44.00,44.90,43.95,44.575,5497800,38.88003
2013-10-24,44.08,44.20,43.79,43.99,2720700,38.36977
2013-10-23,43.82,43.995,43.595,43.81,3576200,38.21277
2013-10-22,44.19,44.20,43.435,44.20,5450100,38.55294
2013-10-21,44.645,44.66,44.26,44.395,2910500,38.72302
2013-10-18,44.285,44.795,44.005,44.795,6305100,39.07192
2013-10-17,44.09,44.445,43.72,44.42,3631800,38.74483
2013-10-16,44.295,44.56,44.04,44.38,3991600,38.70994
2013-10-15,43.535,44.365,43.175,44.29,4270600,38.63144
2013-10-14,43.45,43.855,43.26,43.63,2430600,38.05576
2013-10-11,43.75,43.775,43.40,43.615,2509200,38.04268
2013-10-10,43.25,43.66,43.08,43.635,4664300,38.06012
2013-10-09,42.855,43.475,42.635,43.065,3910100,37.56295
2013-10-08,42.855,43.155,42.79,42.985,2968800,37.49317
2013-10-07,42.68,43.035,42.05,42.99,3087400,37.49753
2013-10-04,42.445,43.17,42.435,42.89,3189300,37.4103
2013-10-03,42.90,43.04,42.42,42.42,3054100,37.00035
2013-10-02,42.835,43.035,42.56,42.90,3564200,37.41903
2013-10-01,42.995,43.16,42.61,43.155,4182300,37.64145
2013-09-30,43.145,43.29,42.57,42.895,5704700,37.41467
2013-09-27,43.39,43.785,43.205,43.675,4317500,38.09501
2013-09-26,43.12,43.36,42.87,43.14,4063200,37.62836
2013-09-25,43.10,43.37,42.88,43.30,3907500,37.76792
2013-09-24,42.525,43.52,42.525,43.195,7148000,37.67634
2013-09-23,42.50,43.05,42.48,42.71,6771000,36.73868
2013-09-20,42.50,42.74,42.31,42.375,9859600,36.45052
2013-09-19,42.49,42.89,42.215,42.615,4921800,36.65696
2013-09-18,42.40,42.445,41.95,42.155,3738900,36.26127
2013-09-17,42.715,42.775,41.975,42.38,5205200,36.45482
2013-09-16,42.98,43.02,42.665,42.95,3416900,36.94513
2013-09-13,42.385,42.91,42.23,42.845,3468400,36.85481
2013-09-12,42.485,42.76,42.23,42.575,3060800,36.62256
2013-09-11,42.19,42.58,41.89,42.58,3800300,36.62686
2013-09-10,42.48,42.61,41.885,42.39,4491600,36.46342
2013-09-09,42.255,42.255,41.92,42.16,2630800,36.26558
2013-09-06,41.98,42.42,41.64,42.405,4067000,36.47632
2013-09-05,41.85,42.14,41.50,42.14,3779600,36.24837
2013-09-04,41.85,42.00,41.435,41.965,4254700,36.09784
2013-09-03,42.255,42.255,41.56,41.84,4279300,35.99032
2013-09-02,42.065,42.39,41.93,42.39,3177700,36.46342
2013-08-30,42.27,42.325,41.78,41.915,5004300,36.05483
2013-08-29,42.81,42.825,42.16,42.51,4544000,36.56664
2013-08-28,41.725,42.90,41.535,42.815,10393700,36.829
2013-08-27,41.625,42.17,41.485,41.725,6790900,35.89139
2013-08-26,41.995,42.11,41.71,42.00,2233100,36.12795
2013-08-23,41.165,42.08,40.785,42.01,5321400,36.13655
2013-08-22,40.705,41.34,40.645,41.24,3551600,35.4742
2013-08-21,40.845,40.96,40.535,40.69,2953500,35.0011
2013-08-20,40.91,41.12,40.51,40.675,4872600,34.9882
2013-08-19,41.60,41.61,41.005,41.065,3017200,35.32367
2013-08-16,41.145,41.615,41.04,41.555,4942000,35.74516
2013-08-15,40.71,41.19,40.71,41.19,3862600,35.43119
2013-08-14,40.70,41.035,40.61,40.79,3205900,35.08712
2013-08-13,40.40,40.77,40.335,40.65,2755600,34.96669
2013-08-12,40.285,40.445,40.05,40.37,2176300,34.72584
2013-08-09,40.335,40.48,39.955,40.25,2986600,34.62262
2013-08-08,40.255,40.39,39.955,40.30,2874200,34.66562
2013-08-07,39.925,40.15,39.69,40.09,2944800,34.48499
2013-08-06,40.325,40.395,39.81,40.13,3354000,34.51939
2013-08-05,40.535,40.70,40.21,40.475,3008200,34.81616
2013-08-02,40.695,40.79,40.285,40.53,4366400,34.86347
2013-08-01,40.395,40.62,39.90,40.50,4170000,34.83766
2013-07-31,39.97,40.26,39.81,40.10,4994400,34.49359
2013-07-30,39.90,40.355,39.85,40.205,3645300,34.58391
2013-07-29,40.025,40.39,39.82,39.855,4370400,34.28284
2013-07-26,39.875,40.22,39.68,40.065,4027100,34.46348
2013-07-25,40.085,40.20,39.58,40.005,3077300,34.41187
2013-07-24,39.80,40.345,39.77,40.20,3747700,34.57961
2013-07-23,40.155,40.32,39.81,39.87,3316300,34.29574
2013-07-22,39.795,40.245,39.59,40.18,3845500,34.5624
2013-07-19,39.73,39.77,39.465,39.77,5409600,34.20972
2013-07-18,39.05,39.95,38.925,39.87,5443100,34.29574
2013-07-17,38.95,39.315,38.715,39.045,3560700,33.58609
2013-07-16,39.00,39.00,38.725,38.85,3167600,33.41835
2013-07-15,38.605,39.00,38.60,38.995,2417200,33.54308
2013-07-12,38.625,38.895,38.465,38.60,2928100,33.2033
2013-07-11,38.65,38.73,38.365,38.50,3740900,33.11728
2013-07-10,38.17,38.285,37.885,38.24,3038500,32.89364
2013-07-09,38.22,38.41,38.05,38.17,3359200,32.83342
2013-07-08,37.555,38.205,37.49,38.04,4125300,32.7216
2013-07-05,37.725,38.12,37.185,37.185,3664300,31.98614
2013-07-04,37.365,37.875,37.20,37.73,5217700,32.45494
2013-07-03,36.865,37.055,36.615,37.025,4296400,31.84851
2013-07-02,37.62,37.62,37.005,37.145,3435100,31.95173
2013-07-01,37.68,37.81,37.33,37.50,3758600,32.25709
2013-06-28,37.27,37.58,37.045,37.505,6560900,32.2614
2013-06-27,36.54,37.29,36.465,37.145,4664200,31.95173
2013-06-26,36.265,36.70,35.995,36.60,5154200,31.48292
2013-06-25,36.35,36.41,35.945,36.295,5747100,31.22057
2013-06-24,36.30,36.57,35.68,35.72,8100100,30.72596
2013-06-21,37.00,37.205,36.505,36.505,10273500,30.8937
2013-06-20,37.51,37.64,36.895,36.895,9055900,31.22375
2013-06-19,38.58,38.58,37.735,38.10,4453700,32.24352
2013-06-18,38.25,38.41,37.93,38.325,3156100,32.43394
2013-06-17,37.695,38.55,37.66,38.30,5485500,32.41278
2013-06-14,37.525,37.68,37.215,37.445,3417400,31.6892
2013-06-13,37.00,37.55,36.935,37.31,4226600,31.57496
2013-06-12,37.54,37.81,37.19,37.19,3482200,31.4734
2013-06-11,37.74,37.94,37.27,37.53,5177700,31.76114
2013-06-10,37.90,37.965,37.58,37.83,2763700,32.01503
2013-06-07,37.585,37.995,37.205,37.90,5351400,32.07427
2013-06-06,38.015,38.155,37.435,37.435,3921100,31.68074
2013-06-05,38.50,38.615,38.00,38.00,4286200,32.15889
2013-06-04,38.885,39.125,38.58,38.70,3132000,32.75129
2013-06-03,38.425,39.13,38.22,38.66,4752900,32.71744
2013-05-31,39.44,39.44,38.585,38.585,7205600,32.65397
2013-05-30,39.45,39.815,39.295,39.395,3744200,33.33946
